HOSTNAME,STATO,RESPONSABILE,SISTEMA OPERATIVO,DATA EOS
VDIMSTADSLGPO,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTADSPLUS,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTADSPLUS_24_07_2024_CLON,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTADSSCCM,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTADSSCCM,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTADSSCCM_MIG,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTADSSDA,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTADSSIST,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTADSVIP,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTADSW10,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTBASE01V,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTBOLLA,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTCC01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTCC01V_OLD,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTCC02V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTCONTFACT,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTCS01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTFRBW10V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTGUW10V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTNEXIVE,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTPCL02V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTPCL2W10V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTPE01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTSAP01V,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTSBO01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTSCR_NEW,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTSDA-TEMPLATE,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTSDESK,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTSEC,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTSYSTEM,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTTAIMG,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTVCD,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTVCD01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTVCDW10,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMSTVSINW10,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDI-PROVVM,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDI-PROVVM-B,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDISHARECC,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDISYSTSDA,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDITEMPLATENEXIVECOLLAUDO,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDITESTDRRIN,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDITESTUPSTAB,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDITSHARENEXIVE,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VMMIGRAZIONEMEDIA,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VPN-AUTFIL5,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
WIN10_1803_ITSOC,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
WIN10_MASTER_1809_AV,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
WIN10_PRINTERPLC,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
WIN10-BS,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
WIN10BZMDE,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
WIN10-MASTER,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
WIN10-PARENT01,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
WINDOWS_10_1909,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
WINDOWS10_1809_TEMPLATE,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
